,flat_price,rooms,area,living_area,kitchen_area,floor,finishing,deal_type,house_age,wall_material,house_series,house_floors,elevator,latitude,longitude,center_distance
170,18.0,5.0,120.4,86.6,9.4,10.0,Косметический,Свободная продажа,2003.0,Панельный,121,10.0,есть,55.509375,37.569674,27.181651376303535
171,26.9,2.0,56.0,35.0,10.0,6.0,Дизайнерский,Свободная продажа,1996.5014386607377,Монолитный,Серия неизвестна,8.0,Неизвестно,55.719825,37.571174,4.624523681406535
172,25.5,2.0,94.0,32.9,32.9,5.0,Евро,Альтернатива,2005.0,Монолитный,"14/14, индивидуальный",9.0,есть,55.885363,37.389221,20.631587997452076
173,18.3,1.0,45.6,12.6,22.6,12.0,Дизайнерский,Альтернатива,2021.0,Монолитный,Серия неизвестна,14.0,есть,55.802057,37.597881,5.7108858857080556
174,12.222,1.0,37.6,18.754882337030025,18.0,21.0,Не известно,Неизвестно,2023.0,Монолитно-кирпичный,Серия неизвестна,23.0,Неизвестно,55.645685,37.390604,18.548839958694725
175,32.0,2.0,95.0,25.0,44.0,3.0,Евро,Альтернатива,2009.0,Монолитный,"14/14, индивидуальный",39.0,есть,55.637393,37.600388,12.806342397568338
176,44.9,3.0,126.0,65.0,30.0,12.0,Евро,Свободная продажа,2008.0,Монолитный,"14/14, индивидуальный",34.0,есть,55.806687,37.542949,7.687289547792413
177,28.1,3.0,83.0,40.0,21.0,12.0,Не известно,Свободная продажа,2022.0,Монолитный,Серия неизвестна,15.0,есть,55.724809,37.750828,8.891323813685563
178,9.5,1.0,39.7,19.0,9.0,8.0,Косметический,Свободная продажа,2009.0,Смешанные,C-222,13.0,есть,55.614526,37.25494,27.477930183055214
179,31.0,2.0,56.4,40.4,10.0,28.0,Отсутствует,Свободная продажа,2023.0,Монолитный,Серия неизвестна,46.0,есть,55.718258,37.636006,3.9280670828509803
180,12.4,1.0,32.0,18.0,6.0,6.0,Требует ремонта,Свободная продажа,1967.0,Блочный,Серия неизвестна,9.0,есть,55.759122,37.518641,6.271993262284928
181,48.182045,3.0,100.7,50.2,18.3,3.0,Отсутствует,Свободная продажа,2019.0,Монолитный,"14/14, индивидуальный",21.0,есть,55.807344,37.647199,6.433379897612041
183,20.5,2.0,56.8,31.0,12.2,18.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,29.0,есть,55.69835,37.467697,11.160491017773678
184,13.7,2.0,37.7,22.7,7.9,2.0,Косметический,Свободная продажа,1963.0,Блочный,01-пз индивидуальный проект,9.0,есть,55.7116,37.640327,4.7165424127087325
185,14.8,3.0,56.0,41.1,5.0,3.0,Косметический,Альтернатива,1964.0,Кирпичный,1-515-5,5.0,Неизвестно,55.682148,37.754898,11.610063504243026
186,10.09,1.0,39.6,14.6,10.7,10.0,Косметический,Свободная продажа,2016.0,Панельный,КОПЭ,25.0,есть,55.599819,37.356351,23.61128350951973
187,10.5,1.0,30.5,18.5,6.5,4.0,Косметический,Свободная продажа,1966.0,Кирпичный,1-511,5.0,Неизвестно,55.799138,37.50867,8.624850052500097
188,9.9,1.0,29.3,20.0,5.0,20.0,Не известно,Свободная продажа,2022.0,Монолитный,Серия неизвестна,23.0,есть,55.726857,37.749724,8.750361374534938
189,16.9,3.0,76.0,45.0,10.1,8.0,Отсутствует,Свободная продажа,1984.0,Железобетон,П-3,17.0,есть,55.620204,37.751484,16.914003226724702
190,10.0,1.0,35.7,14.3,9.2,2.0,Евро,Свободная продажа,2006.0,Панельный,П-3М,17.0,есть,55.646878,37.341179,20.96055171192818
191,18.2,3.0,55.3,50.12529182879378,13.041893539211703,4.0,Косметический,Свободная продажа,1963.0,Кирпичный,Серия неизвестна,8.0,есть,55.743963,37.495752,7.712319238386507
192,11.3,2.0,44.1,27.7,6.0,8.0,Косметический,Альтернатива,1972.0,Железобетон,II-49,9.0,есть,55.867268,37.696867,13.75954616735198
193,92.5,4.0,152.5,79.50650510204082,18.169964664310953,40.0,Требует ремонта,Свободная продажа,2006.0,Монолитный,"14/14, индивидуальный",17.0,есть,55.724697,37.528118,6.397403452666271
194,38.9,2.0,50.0,32.24744287268771,11.527034035656403,12.0,Не известно,Свободная продажа,2020.0,Монолитный,"14/14, индивидуальный",21.0,есть,55.762708,37.542698,4.859534219759506
195,65.602332,4.0,194.3,79.50650510204082,16.1,10.0,Не известно,Свободная продажа,2011.0,Монолитный,Серия неизвестна,7.0,Неизвестно,55.79812,37.49563,9.224080166209033
196,65.0,4.0,120.0,95.0,12.0,1.0,Дизайнерский,Свободная продажа,1956.0,Кирпичный,01-пз индивидуальный проект,16.0,есть,55.718659,37.576807,4.515380747081275
197,7.55,2.0,60.0,32.24744287268771,14.0,5.0,Не известно,Свободная продажа,1996.5014386607377,Монолитный,Серия неизвестна,17.0,Неизвестно,55.979868,37.14761,38.85889663212287
198,111.132502,6.0,279.0,172.84647887323945,15.0,17.0,Не известно,Свободная продажа,2011.0,Монолитный,Серия неизвестна,18.0,есть,55.79749,37.49511,9.212509076927201
199,29.9,2.0,67.2,27.3,19.6,41.0,Требует ремонта,Свободная продажа,2021.0,Блочный,Серия неизвестна,51.0,Неизвестно,55.7547,37.5239,5.899463977769029
200,14.7,2.0,50.0,32.24744287268771,10.0,33.0,Не известно,Неизвестно,1996.5014386607377,Панельный,Серия неизвестна,33.0,Неизвестно,55.686944,37.450333,12.77240917375459
201,11.2,1.0,38.2,18.0,8.0,10.0,Отсутствует,Свободная продажа,1973.0,Панельный,И-209а,14.0,есть,55.721067,37.415281,13.175448527909372
202,40.0,3.0,70.6,51.0,9.0,4.0,Косметический,Свободная продажа,1929.0,Кирпичный,II-01,6.0,есть,55.772006,37.615848,2.230673441688452
203,9.549999,1.0,37.4,19.4,10.0,4.0,Отсутствует,Свободная продажа,1984.0,Железобетон,КОПЭ,22.0,есть,55.890633,37.58879,15.54156502720098
204,11.45,2.0,38.0,23.0,6.0,1.0,Не известно,Альтернатива,1972.0,Железобетон,И-209а,14.0,есть,55.654711,37.578064,11.11512216908867
205,31.0,3.0,71.1,39.5,10.0,4.0,Дизайнерский,Свободная продажа,2021.0,Монолитный,"14/14, индивидуальный",15.0,есть,55.68906,37.655796,7.404401975175933
206,21.1,2.0,56.0,23.0,16.0,5.0,Дизайнерский,Свободная продажа,2018.0,Монолитный,121. многоквартирный дом,20.0,есть,55.599728,37.724723,18.240603361949574
207,36.399,2.0,69.7,31.0,13.0,8.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,29.0,есть,55.719465,37.656829,4.376285779069537
208,17.5,2.0,51.2,32.24744287268771,17.9,30.0,Евро,Свободная продажа,2022.0,Панельный,Серия неизвестна,33.0,есть,55.881631,37.502202,16.148215848930835
209,116.889,6.0,248.7,172.84647887323945,26.970886075949366,8.0,Не известно,Неизвестно,2019.0,Монолитно-кирпичный,Серия неизвестна,16.0,Неизвестно,55.7902,37.5671,5.309281897163454
210,20.0,2.0,56.4,32.24744287268771,10.0,26.0,Не известно,Неизвестно,2008.0,Блочный,01-пз индивидуальный проект,26.0,есть,55.809343,37.455633,12.00893093166455
211,10.5,2.0,37.5,23.5,6.0,4.0,Косметический,Свободная продажа,1970.0,Блочный,ii-18-31/12,12.0,есть,55.744171,37.754296,8.61999350532632
212,60.0,3.0,71.8,45.0,10.0,24.0,Дизайнерский,Свободная продажа,2020.0,Монолитный,Серия неизвестна,77.0,есть,55.751568,37.535332,5.174414188243921
213,18.5,3.0,76.0,50.0,9.0,3.0,Косметический,Свободная продажа,1958.0,Смешанные,II-03,5.0,Неизвестно,55.845274,37.586877,10.563844663651187
214,85.9,4.0,135.0,79.50650510204082,36.0,10.0,Отсутствует,Свободная продажа,2022.0,Монолитный,Серия неизвестна,14.0,есть,55.71806,37.49665,8.493244564395466
215,12.8,1.0,41.8,20.9,11.6,3.0,Требует ремонта,Свободная продажа,1998.0,Железобетон,П-46,12.0,есть,55.811553,37.530346,8.60401073756283
216,16.5,2.0,38.3,23.8,6.2,7.0,Евро,Свободная продажа,1975.0,Смешанные,И-209а,14.0,есть,55.82841,37.599777,8.581699587510531
217,119.0,3.0,110.0,64.0,16.0,3.0,Отсутствует,Свободная продажа,1996.5014386607377,Монолитно-кирпичный,Серия неизвестна,5.0,Неизвестно,55.769266,37.573097,3.398275538110316
218,15.2,3.0,66.7,50.12529182879378,16.0,3.0,Не известно,Неизвестно,2022.0,Монолитный,Серия неизвестна,18.0,Неизвестно,55.59078,37.427435,21.57671603153758
219,42.0,3.0,108.0,57.4,13.4,5.0,Требует ремонта,Свободная продажа,2020.0,Монолитный,Серия неизвестна,10.0,есть,55.817046,37.508409,9.974725329555428
220,19.0,1.0,44.9,12.3,14.0,19.0,Отсутствует,Свободная продажа,2019.0,Монолитно-кирпичный,Серия неизвестна,23.0,есть,55.84724,37.630975,10.636425368056257
221,10.5,1.0,35.0,20.0,10.0,8.0,Косметический,Свободная продажа,1968.0,Блочный,ii-18-01,12.0,есть,55.864055,37.669181,12.88641265367313
222,78.0,1.0,180.0,135.0,20.0,9.0,Требует ремонта,Свободная продажа,1961.0,Кирпичный,01-пз индивидуальный проект,8.0,есть,55.677844,37.564482,8.90878297377729
223,21.95,2.0,75.0,30.0,21.0,6.0,Евро,Альтернатива,2015.0,Монолитный,Серия неизвестна,15.0,есть,55.655869,37.427381,16.055057790987245
224,9.7,1.0,38.0,19.0,8.5,2.0,Косметический,Свободная продажа,1993.0,Панельный,П-44,17.0,есть,55.837919,37.403001,16.5201475342133
225,35.0,4.0,112.0,81.0,10.0,9.0,Дизайнерский,Свободная продажа,1996.0,Железобетон,П-44,17.0,есть,55.659703,37.605005,10.307021639235755
227,9.25,1.0,32.8,18.8,6.7,2.0,Отсутствует,Свободная продажа,1968.0,Иные,II-49,9.0,есть,55.863146,37.491036,14.70543976328246
228,18.0,4.0,64.3,52.0,8.0,1.0,Евро,Свободная продажа,2020.0,Монолитный,01-пз индивидуальный проект,25.0,есть,55.644877,37.70267,13.067702641605083
229,10.8,1.0,38.2,18.754882337030025,8.4,8.0,Не известно,Неизвестно,1994.0,Панельный,П-44,17.0,есть,55.843065,37.366817,18.720552560726127
230,8.05,1.0,35.1,19.8,6.5,3.0,Не известно,Свободная продажа,1974.0,Блочный,1-515-9,9.0,есть,55.825168,37.830446,15.6342133649977
231,31.5,3.0,90.2,62.0,12.0,12.0,Дизайнерский,Свободная продажа,1957.0,Кирпичный,01-пз индивидуальный проект,13.0,есть,55.708369,37.662021,5.598067533103038
232,18.0,3.0,77.3,50.12529182879378,6.0,13.0,Не известно,Неизвестно,2021.0,Монолитно-кирпичный,Серия неизвестна,16.0,Неизвестно,55.711787,37.927904,19.99381269636019
233,20.3,3.0,76.5,50.12529182879378,10.1,12.0,Не известно,Неизвестно,1998.0,Железобетон,П-3М,18.0,есть,55.659119,37.755006,13.468773043557514
234,51.3,4.0,100.0,59.0,12.0,18.0,Дизайнерский,Свободная продажа,2021.0,Монолитный,Серия неизвестна,28.0,есть,55.717888,37.429627,12.412012396271301
235,24.422118,2.0,69.3,30.2,6.2,6.0,Не известно,Свободная продажа,2012.0,Монолитный,Серия неизвестна,11.0,есть,55.79779,37.49716,9.123920715776105
236,38.0,2.0,89.6,41.6,16.3,10.0,Дизайнерский,Свободная продажа,2008.0,Монолитный,"14/14, индивидуальный",29.0,есть,55.802442,37.412128,14.071383945559681
